test_1,test_2,result,start,stop,time_index,battery_voltage,field,measurement,host,name,slave_id,type
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:02:00Z,701.6999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:04:00Z,701.6999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:06:00Z,701.6999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:08:00Z,701.6999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:10:00Z,701.6999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:12:00Z,701.6999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:14:00Z,701.6999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:16:00Z,701.6999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:18:00Z,702.4500000000002,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:20:00Z,704.7833333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:22:00Z,708.7166666666667,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:24:00Z,714.1333333333333,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:26:00Z,718.5666666666667,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:28:00Z,718.2833333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:30:00Z,678.4666666666666,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:32:00Z,672.1,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:34:00Z,672.1,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:36:00Z,672.1,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:38:00Z,672.1,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:40:00Z,672.1,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:42:00Z,672.1,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:44:00Z,672.1,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:46:00Z,672.1,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:48:00Z,672.1,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:50:00Z,672.0333333333333,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:52:00Z,671.75,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:54:00Z,670.8166666666667,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:56:00Z,670.3333333333335,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T06:58:00Z,670.3000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:00:00Z,670.3000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:02:00Z,670.3000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:04:00Z,670.3000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:06:00Z,670.0666666666667,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:08:00Z,669.9000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:10:00Z,669.1,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:12:00Z,668.6999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:14:00Z,668.5333333333333,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:16:00Z,668.5,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:18:00Z,668.5,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:20:00Z,668.5,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:22:00Z,668.3666666666667,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:24:00Z,667.9666666666667,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:26:00Z,667.1500000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:28:00Z,666.6833333333333,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:30:00Z,666.6,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:32:00Z,666.6,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:34:00Z,666.6,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:36:00Z,665.8333333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:38:00Z,664.6999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:40:00Z,664.6999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:42:00Z,664.6999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:44:00Z,664.65,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:46:00Z,663.2666666666668,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:48:00Z,662.9000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:50:00Z,662.9000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:52:00Z,662.4,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:54:00Z,661,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:56:00Z,660.75,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T07:58:00Z,659.3833333333333,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:00:00Z,659.1833333333333,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:02:00Z,657.85,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:04:00Z,656.85,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:06:00Z,655.65,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:08:00Z,654.15,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:10:00Z,653.0500000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:12:00Z,651.3833333333333,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:14:00Z,649.9833333333333,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:16:00Z,648.4166666666666,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:18:00Z,646.3833333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:20:00Z,642.6333333333333,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:22:00Z,635.8333333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:24:00Z,635.35,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:26:00Z,635.8666666666667,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:28:00Z,641.0833333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:30:00Z,643.2,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T08:32:00Z,645.0166666666668,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
